rn,user_link,net_token_amount,shares_amount,avg_price,avg_price_usd,per_of_total_share,per_of_total_share_cum
231,"<a href=https://debank.com/profile/0xe14d1967164ccb866ae6bf842ba1526d2683db2f target=_blank"">0xe14d1967164ccb866ae6bf842ba1526d2683db2f</a>",2,34830.44291399521,5.742103265635995e-05,0.14435360504645608,0.0008878152086923731,0.7904695444245526
232,"<a href=https://debank.com/profile/0xfb9242dc2c934554b9be78b6810f17f91063c2b6 target=_blank"">0xfb9242dc2c934554b9be78b6810f17f91063c2b6</a>",2,34782.00886529095,5.750099161166637e-05,0.14455461786214865,0.0008865806425639901,0.7913561250671166
233,"<a href=https://debank.com/profile/0xcfea9269437e2280a7328386a5849bc1d60d9673 target=_blank"">0xcfea9269437e2280a7328386a5849bc1d60d9673</a>",2,34751.81901624825,5.7550944284812774e-05,0.14468019638480506,0.0008858111143901906,0.7922419361815068
255,"<a href=https://debank.com/profile/0xbe849fe87554b149604ac670f48bb69b174b753b target=_blank"">0xbe849fe87554b149604ac670f48bb69b174b753b</a>",1.98,34731.30874744292,5.700908118372524e-05,0.14331797964182605,0.0008852883151646768,0.7931272244966715
234,"<a href=https://debank.com/profile/0xdffd8bbf8dcaf236c4e009ff6013bfc98407b6c0 target=_blank"">0xdffd8bbf8dcaf236c4e009ff6013bfc98407b6c0</a>",2,34704.33222253521,5.762969266128979e-05,0.14487816586584945,0.0008846006934439346,0.7940118251901155
235,"<a href=https://debank.com/profile/0x9447bb342ec6de70fee68b8cdbccf5dda35c2004 target=_blank"">0x9447bb342ec6de70fee68b8cdbccf5dda35c2004</a>",2,34698.102327912544,5.764003982405458e-05,0.14490417811568201,0.0008844418957160903,0.7948962670858316
208,"<a href=https://debank.com/profile/0x955277a438d84d524a0fc96231a7efb17194d6f9 target=_blank"">0x955277a438d84d524a0fc96231a7efb17194d6f9</a>",2.0017614837355158,34409.19978204162,5.817518269576986e-05,0.14624950053803062,0.0008770778758359099,0.7957733449616675
236,"<a href=https://debank.com/profile/0x36ed8c789e0e72708dc7cc63b46fb4022c454405 target=_blank"">0x36ed8c789e0e72708dc7cc63b46fb4022c454405</a>",2,34389.17642712493,5.815783359157368e-05,0.14620588575753665,0.0008765674878667421,0.7966499124495343
279,"<a href=https://debank.com/profile/0x9a40845ebca321d67a34cb25a1bf090f37329d96 target=_blank"">0x9a40845ebca321d67a34cb25a1bf090f37329d96</a>",1.6604968547405345,34341.54617565802,4.835241972644575e-05,0.12155556557129829,0.0008753534102349824,0.7975252658597694
237,"<a href=https://debank.com/profile/0x6d45832ab01b75e8c928242e849a810ca911f5eb target=_blank"">0x6d45832ab01b75e8c928242e849a810ca911f5eb</a>",2,34154.31370128506,5.855775693495343e-05,0.14721127304662618,0.0008705809231690018,0.7983958467829384
238,"<a href=https://debank.com/profile/0xb9cdfd2258add745583ba2002ce8bf2d0c1f15b7 target=_blank"">0xb9cdfd2258add745583ba2002ce8bf2d0c1f15b7</a>",2,34056.140804477494,5.8726560107980646e-05,0.14763563578345795,0.0008680785320543565,0.7992639253149928
258,"<a href=https://debank.com/profile/0x6cc150449d10afbc5d2f4b9041afcc8fbebeadf0 target=_blank"">0x6cc150449d10afbc5d2f4b9041afcc8fbebeadf0</a>",1.9,34016.376781188184,5.5855449045082964e-05,0.1404178061268863,0.0008670649616922965,0.8001309902766851
239,"<a href=https://debank.com/profile/0xaba08430ae339f1fd96a909c12a73b38817702dd target=_blank"">0xaba08430ae339f1fd96a909c12a73b38817702dd</a>",2,33904.0076877751,5.899007628886151e-05,0.14829810228638338,0.0008642007147355338,0.8009951909914207
240,"<a href=https://debank.com/profile/0x1ea7a800a9678dad83a47bb60da4afc54f1bc36b target=_blank"">0x1ea7a800a9678dad83a47bb60da4afc54f1bc36b</a>",2,33822.8402717755,5.913163956455073e-05,0.1486539852833023,0.0008621317870864469,0.8018573227785072
241,"<a href=https://debank.com/profile/0x6140951933089afa76ef30af55cc00d871fc2c9c target=_blank"">0x6140951933089afa76ef30af55cc00d871fc2c9c</a>",2,33779.441819856074,5.9207609488217455e-05,0.14884496987290427,0.000861025576472275,0.8027183483549795
242,"<a href=https://debank.com/profile/0x19bb5e358662e460e09b1506f3b4badf443e4264 target=_blank"">0x19bb5e358662e460e09b1506f3b4badf443e4264</a>",2,33689.20454357964,5.936619837410654e-05,0.1492436544025851,0.0008587254614129571,0.8035770738163924
243,"<a href=https://debank.com/profile/0x7db2cc74fdde2b1d7096ceadfb6c17bb269ee817 target=_blank"">0x7db2cc74fdde2b1d7096ceadfb6c17bb269ee817</a>",2,33564.07791050655,5.95875151205611e-05,0.14980003363733457,0.0008555360294516966,0.8044326098458441
244,"<a href=https://debank.com/profile/0x5f26c98bae82f04631d6554374001d62c407d390 target=_blank"">0x5f26c98bae82f04631d6554374001d62c407d390</a>",2,33559.37925119068,5.959585798742211e-05,0.14982100718747982,0.0008554162623499288,0.805288026108194
245,"<a href=https://debank.com/profile/0xf16b4b87e6f214b60abc8e52e207c5009e14d019 target=_blank"">0xf16b4b87e6f214b60abc8e52e207c5009e14d019</a>",2,33469.3430995035,5.975617728899104e-05,0.150224041895659,0.0008531212738825875,0.8061411473820767
246,"<a href=https://debank.com/profile/0x3ae8a332a51361ab6b9159529a1a007804f6f3b5 target=_blank"">0x3ae8a332a51361ab6b9159529a1a007804f6f3b5</a>",2,33387.16816228054,5.990325355774014e-05,0.1505937842814808,0.0008510266648872315,0.8069921740469639
262,"<a href=https://debank.com/profile/0xd7a8e69ac6a807494e8b6d7af18d2e5268be9ae4 target=_blank"">0xd7a8e69ac6a807494e8b6d7af18d2e5268be9ae4</a>",1.8597699055451788,33340.69484262513,5.578077824483477e-05,0.14023008746860235,0.0008498420770228057,0.8078420161239867
247,"<a href=https://debank.com/profile/0xc75590dd564ea8bf971e3f4f195917a7df1018bc target=_blank"">0xc75590dd564ea8bf971e3f4f195917a7df1018bc</a>",2,33261.75268696739,6.0129122443497676e-05,0.15116160736683099,0.0008478298704432637,0.80868984599443
257,"<a href=https://debank.com/profile/0x212b1a9cd18e9ab80b5d71d444b49c9a7078665d target=_blank"">0x212b1a9cd18e9ab80b5d71d444b49c9a7078665d</a>",1.9,32654.825669561167,5.818435594256024e-05,0.1462725616217993,0.0008323595234841375,0.8095222055179141
248,"<a href=https://debank.com/profile/0x0d2a18e29350277837d6737ca976c22775a8826b target=_blank"">0x0d2a18e29350277837d6737ca976c22775a8826b</a>",2,32352.929637421068,6.181820386635703e-05,0.15540787360982825,0.0008246643044069731,0.8103468698223211
270,"<a href=https://debank.com/profile/0x03ca4ab5f9ef926069b5dc504a16a1ef7dfee5aa target=_blank"">0x03ca4ab5f9ef926069b5dc504a16a1ef7dfee5aa</a>",1.7707224478515553,32262.400312062073,5.4885018805917185e-05,0.13797819302713552,0.0008223567451237094,0.8111692265674448
249,"<a href=https://debank.com/profile/0x060284e0a026633f4e5b0f832695452d71a9b9dc target=_blank"">0x060284e0a026633f4e5b0f832695452d71a9b9dc</a>",2,32116.012697699036,6.227423120128765e-05,0.1565543035284771,0.0008186253785511794,0.811987851945996
201,"<a href=https://debank.com/profile/0xf7a489bbd270e60c8c53df31c36aeffa14a9260b target=_blank"">0xf7a489bbd270e60c8c53df31c36aeffa14a9260b</a>",2.0801814127066818,32017.175209786365,6.497079767583162e-05,0.1633333368171569,0.0008161060472531395,0.8128039579932491
297,"<a href=https://debank.com/profile/0xd2d4867b8886c0cfc3de5ccd5203ec66c6183764 target=_blank"">0xd2d4867b8886c0cfc3de5ccd5203ec66c6183764</a>",1.4171977995123493,31989.994960222288,4.4301282362643475e-05,0.11137120879556756,0.0008154132326656642,0.8136193712259148
281,"<a href=https://debank.com/profile/0xa604e721e5d448d11c1a12a8fa9d87777bb4c9b4 target=_blank"">0xa604e721e5d448d11c1a12a8fa9d87777bb4c9b4</a>",1.59,31989.555394837847,4.970372299255457e-05,0.12495267441713256,0.0008154020283053152,0.8144347732542201
251,"<a href=https://debank.com/profile/0x437136b1f1da9e03b4164dcd29bed13f781f8175 target=_blank"">0x437136b1f1da9e03b4164dcd29bed13f781f8175</a>",2,31613.9905722755,6.326313014573803e-05,0.1590403460298781,0.0008058290187933768,0.8152406022730134
321,"<a href=https://debank.com/profile/0x4eebec98ed0af4c4292ea7a8a80a77d28374b930 target=_blank"">0x4eebec98ed0af4c4292ea7a8a80a77d28374b930</a>",1.1498162649576675,31526.027480634315,3.647196798467464e-05,0.09168870391507279,0.0008035868718658893,0.8160441891448793
273,"<a href=https://debank.com/profile/0x21e53f37ce158639a2f46b491a6fdefd6f632186 target=_blank"">0x21e53f37ce158639a2f46b491a6fdefd6f632186</a>",1.74,31476.169674379682,5.52799155043407e-05,0.1389709435821373,0.0008023160146800016,0.8168465051595593
265,"<a href=https://debank.com/profile/0x2325637aeb354d1ada32418138f0cf58d8e72b94 target=_blank"">0x2325637aeb354d1ada32418138f0cf58d8e72b94</a>",1.8451327929441856,31236.835223513113,5.906913359632817e-05,0.1484968484044892,0.0007962154673522501,0.8176427206269115
260,"<a href=https://debank.com/profile/0x577475a62391cbe7c075dd70b587852822a95ee1 target=_blank"">0x577475a62391cbe7c075dd70b587852822a95ee1</a>",1.887557177299387,31205.904227289313,6.048718100111111e-05,0.15206174867774325,0.0007954270476087716,0.8184381476745203
282,"<a href=https://debank.com/profile/0xcfea44cacd8d3a75a9815146768f5e0244b88ce9 target=_blank"">0xcfea44cacd8d3a75a9815146768f5e0244b88ce9</a>",1.5318599771327404,30846.991479055992,4.965994749189135e-05,0.12484262499724023,0.0007862784933609275,0.8192244261678812
261,"<a href=https://debank.com/profile/0x9fadfda6777eecda3dcfe0aefaaf96ed47e272c6 target=_blank"">0x9fadfda6777eecda3dcfe0aefaaf96ed47e272c6</a>",1.88,30757.057362686708,6.112418290966756e-05,0.15366313962575878,0.0007839861057363969,0.8200084122736175
272,"<a href=https://debank.com/profile/0x9021132261011bf9cd05af1494ac170ae66a561d target=_blank"">0x9021132261011bf9cd05af1494ac170ae66a561d</a>",1.7499758119131532,30480.773802015243,5.741244704875088e-05,0.14433202125820727,0.0007769437391583581,0.8207853560127759
266,"<a href=https://debank.com/profile/0x260a6bd422645b30c8efeabfd9b9571ba92267f7 target=_blank"">0x260a6bd422645b30c8efeabfd9b9571ba92267f7</a>",1.831928078974714,30293.684462787947,6.047227702609142e-05,0.1520242808297425,0.0007721749005547164,0.8215575309133306
267,"<a href=https://debank.com/profile/0x97ba0123a2e61435d3db7ccb76dc7b3913ab6712 target=_blank"">0x97ba0123a2e61435d3db7ccb76dc7b3913ab6712</a>",1.82,30275.803337759116,6.0114011829709176e-05,0.15112362003929738,0.0007717191172392896,0.8223292500305699
254,"<a href=https://debank.com/profile/0x87291fca8068c9c182bb37b4dfc1f7f56c98e46f target=_blank"">0x87291fca8068c9c182bb37b4dfc1f7f56c98e46f</a>",1.99634800330954,30009.02752708695,6.65249149279357e-05,0.16724030988308394,0.0007649190997198219,0.8230941691302898
277,"<a href=https://debank.com/profile/0x7760012aca1b906ff0809b61397127f362bca226 target=_blank"">0x7760012aca1b906ff0809b61397127f362bca226</a>",1.678449476259879,29999.999041572675,5.594831766274251e-05,0.14065127318825155,0.0007646889669371058,0.8238588580972269
209,"<a href=https://debank.com/profile/0x4fa2f8b1a8f8114e48b0425b58b9a13da85b4b6e target=_blank"">0x4fa2f8b1a8f8114e48b0425b58b9a13da85b4b6e</a>",2,29835.80271055629,6.703355761540729e-05,0.16851901216725312,0.0007605036627120694,0.824619361759939
290,"<a href=https://debank.com/profile/0x2fa3479f42f38078943587f45d33a9bce36b23a7 target=_blank"">0x2fa3479f42f38078943587f45d33a9bce36b23a7</a>",1.5,29678.68427096989,5.0541324079761185e-05,0.12705836167031562,0.0007564987713423196,0.8253758605312813
298,"<a href=https://debank.com/profile/0xe436f58838b795ee617acfe3511845461577cbfb target=_blank"">0xe436f58838b795ee617acfe3511845461577cbfb</a>",1.4,29351.067801420333,4.769843500999484e-05,0.11991148069337652,0.0007481479477538166,0.8261240084790351
278,"<a href=https://debank.com/profile/0x0332ec4b1a4b8c7d9c3f4388f0c6d0f8d2ca40f8 target=_blank"">0x0332ec4b1a4b8c7d9c3f4388f0c6d0f8d2ca40f8</a>",1.6764660656763828,29091.760119929048,5.7626835185126346e-05,0.1448709823136484,0.0007415382901067066,0.8268655467691418
274,"<a href=https://debank.com/profile/0x14c617f6329322d41a45aa71c75fdaa991c0f7bc target=_blank"">0x14c617f6329322d41a45aa71c75fdaa991c0f7bc</a>",1.7,28923.12236008756,5.877650340911719e-05,0.14776119074535013,0.0007372397754907202,0.8276027865446325
250,"<a href=https://debank.com/profile/0x1a246d7f437a15180a6b4a9a6325b0231287f4a6 target=_blank"">0x1a246d7f437a15180a6b4a9a6325b0231287f4a6</a>",2,28660.71025673594,6.978194127376703e-05,0.17542831126518663,0.0007305509872695716,0.8283333375319021
275,"<a href=https://debank.com/profile/0x77cf46bf1327b2f4a8e5bcefc9122991d0e6d151 target=_blank"">0x77cf46bf1327b2f4a8e5bcefc9122991d0e6d151</a>",1.7,28548.04004479902,5.9548746510523116e-05,0.14970257129012957,0.000727679064912133,0.8290610165968142
288,"<a href=https://debank.com/profile/0xe6cd44eb3cd2908025775112a69242ce67a8b8cf target=_blank"">0xe6cd44eb3cd2908025775112a69242ce67a8b8cf</a>",1.5,27902.277429480706,5.375905260031374e-05,0.1351475702845587,0.0007112188128131223,0.8297722354096273
315,"<a href=https://debank.com/profile/0x8877de7525314fab44366c5cb881caf82d4788b0 target=_blank"">0x8877de7525314fab44366c5cb881caf82d4788b0</a>",1.2146147516210966,27867.1299488812,4.3585929151985044e-05,0.10957284659163279,0.0007103229164301646,0.8304825583260574
287,"<a href=https://debank.com/profile/0x894bdaaba733a56a4362f8b3ad47d38646439f21 target=_blank"">0x894bdaaba733a56a4362f8b3ad47d38646439f21</a>",1.5,26940.662902589927,5.5677917259259354e-05,0.13997150009391504,0.000686707611391388,0.8311692659374488
303,"<a href=https://debank.com/profile/0x0c6a7d588148b51c830308bc6c2f6c3630dd07f6 target=_blank"">0x0c6a7d588148b51c830308bc6c2f6c3630dd07f6</a>",1.32,26739.47814337971,4.9365211726348225e-05,0.1241016740194531,0.0006815794857047585,0.8318508454231536
309,"<a href=https://debank.com/profile/0xc1e28f6514c7c02bd575409de915a0839d4e4114 target=_blank"">0xc1e28f6514c7c02bd575409de915a0839d4e4114</a>",1.28,26679.223864609827,4.797740768231001e-05,0.12061280404294324,0.0006800436262494888,0.8325308890494031
285,"<a href=https://debank.com/profile/0x166c81d6629d572b72a69c32caab3d0eceb5ab47 target=_blank"">0x166c81d6629d572b72a69c32caab3d0eceb5ab47</a>",1.5039263348216811,26504.934788183884,5.6741370874534044e-05,0.14264496931003484,0.0006756010616475403,0.8332064901110506
289,"<a href=https://debank.com/profile/0xb9476b4dc0e09fd23ef9c5b6603211d0b9bc4397 target=_blank"">0xb9476b4dc0e09fd23ef9c5b6603211d0b9bc4397</a>",1.5,26482.919536014233,5.6640280840643106e-05,0.14239083401933472,0.0006750399009483303,0.8338815300119989
280,"<a href=https://debank.com/profile/0x527e364cc3d26a0118b5a44b94e11e49c0663066 target=_blank"">0x527e364cc3d26a0118b5a44b94e11e49c0663066</a>",1.65,26477.5494184068,6.231694534589158e-05,0.15666168475230413,0.0006749030186211052,0.83455643303062
299,"<a href=https://debank.com/profile/0x9decde522cc1285efe18afde31c79e89dee2e91e target=_blank"">0x9decde522cc1285efe18afde31c79e89dee2e91e</a>",1.3495162,26462.78023872583,5.099676556377504e-05,0.12820331878905225,0.0006745265576506532,0.8352309595882706
293,"<a href=https://debank.com/profile/0x19d434f2a935b32b1247a91a9183ba8d6e7a375b target=_blank"">0x19d434f2a935b32b1247a91a9183ba8d6e7a375b</a>",1.48535,26373.66343141332,5.6319441698449044e-05,0.14158426045781597,0.0006722550029340646,0.8359032145912048
301,"<a href=https://debank.com/profile/0xef87e537439acc5dc5fa697abb17834e8ee7f8a8 target=_blank"">0xef87e537439acc5dc5fa697abb17834e8ee7f8a8</a>",1.3309725,26063.096491230666,5.1067320433235024e-05,0.12838069020313117,0.0006643387655927237,0.8365675533567974
302,"<a href=https://debank.com/profile/0xe7a4d5784fcce4f214113e534905c5b6219e8c49 target=_blank"">0xe7a4d5784fcce4f214113e534905c5b6219e8c49</a>",1.322897113354078,25943.64027377366,5.0991190881234586e-05,0.1281893043158797,0.000661293870444733,0.8372288472272422
292,"<a href=https://debank.com/profile/0x3a90ffb185332fbf8543d5ed69fb8eb30120293c target=_blank"">0x3a90ffb185332fbf8543d5ed69fb8eb30120293c</a>",1.5,25828.368641252782,5.807567720727885e-05,0.14599934871523865,0.0006583556388312121,0.8378872028660734
335,"<a href=https://debank.com/profile/0x9f53d3ca883c4691c9c32f56c8d9c647cca55ded target=_blank"">0x9f53d3ca883c4691c9c32f56c8d9c647cca55ded</a>",1.031411332365802,25510.5158615555,4.043083009231284e-05,0.10164108531056985,0.0006502536881142143,0.8385374565541877
314,"<a href=https://debank.com/profile/0xe366619833126918f7fd3bdf516002bdadf1ae5f target=_blank"">0xe366619833126918f7fd3bdf516002bdadf1ae5f</a>",1.2386138144335967,25329.458629806028,4.890012978706454e-05,0.1229324812781909,0.0006456386057166738,0.8391830951599043
286,"<a href=https://debank.com/profile/0xd8de4c018fadb5a0cccacb3ebd6a3fe916f224f6 target=_blank"">0xd8de4c018fadb5a0cccacb3ebd6a3fe916f224f6</a>",1.5,25034.940922251855,5.991625882634906e-05,0.1506264788765002,0.0006381314574256957,0.83982122661733
296,"<a href=https://debank.com/profile/0x47152ecb55c94057a3f0227983c31f3468290d95 target=_blank"">0x47152ecb55c94057a3f0227983c31f3468290d95</a>",1.438376972179127,24999.999999999996,5.7535078887165094e-05,0.14464031156838866,0.0006372408261392221,0.8404584674434693
295,"<a href=https://debank.com/profile/0x7c7db4e093a22c5e4d9a27a786ec33da2312308b target=_blank"">0x7c7db4e093a22c5e4d9a27a786ec33da2312308b</a>",1.4388095418328282,24953.123790615,5.766049789621818e-05,0.1449556086861977,0.0006360459687634314,0.8410945134122327
339,"<a href=https://debank.com/profile/0x8fed90364cf52e389ad67cbdc3275ab0f6c7f212 target=_blank"">0x8fed90364cf52e389ad67cbdc3275ab0f6c7f212</a>",1,24670.295094765122,4.053457796750042e-05,0.10190190228139767,0.0006288367690914611,0.8417233501813242
306,"<a href=https://debank.com/profile/0x3e3007671efaf119444d2257d777fac90a6dbf13 target=_blank"">0x3e3007671efaf119444d2257d777fac90a6dbf13</a>",1.2999999999999998,24606.203927235103,5.283220458727928e-05,0.13281752072219075,0.0006272031087496588,0.8423505532900738
294,"<a href=https://debank.com/profile/0x4190ba9deb85f8cf70d18310636b3c5ba2ddbd target=_blank"">0x4190ba9deb85f8cf70d18310636b3c5ba2ddbd</a>",1.4647305591820414,24501.0662274343,5.978231908707529e-05,0.15028976106895292,0.0006245231873624812,0.8429750764774363
284,"<a href=https://debank.com/profile/0x0eedef2ac828db3e53c11ba87d4a902942e3ada8 target=_blank"">0x0eedef2ac828db3e53c11ba87d4a902942e3ada8</a>",1.5163195518633268,24179.613244086984,6.271066193476588e-05,0.1576514685709047,0.0006163294687755547,0.8435914059462118
420,"<a href=https://debank.com/profile/0x91bc0dd3cd1415f277d85869d6fea165b81f502d target=_blank"">0x91bc0dd3cd1415f277d85869d6fea165b81f502d</a>",0.99,24044.793074153004,4.1173155325017226e-05,0.10350725382932703,0.0006128929521167963,0.8442042988983286
263,"<a href=https://debank.com/profile/0x06aa5e77cf3bec21129ddbf29b531ed742a4109c target=_blank"">0x06aa5e77cf3bec21129ddbf29b531ed742a4109c</a>",1.85,23784.5066445366,7.778172688837137e-05,0.1955393723110212,0.0006062583465391328,0.8448105572448678
291,"<a href=https://debank.com/profile/0x980d5d61caeeb68805b13ad4bcbfd7937c4b098b target=_blank"">0x980d5d61caeeb68805b13ad4bcbfd7937c4b098b</a>",1.5,23437.876500905684,6.399897191804203e-05,0.16089021545336174,0.000597422871375448,0.8454079801162432
300,"<a href=https://debank.com/profile/0xd39c323a93c53ee882c6e6758c31cf2846a38a62 target=_blank"">0xd39c323a93c53ee882c6e6758c31cf2846a38a62</a>",1.3359999999999999,23233.20658093268,5.750390052040621e-05,0.14456193071327517,0.0005922059102198702,0.8460001860264631
320,"<a href=https://debank.com/profile/0xb0354be8edd26d154dcf10be3c47c88ee6150ddb target=_blank"">0xb0354be8edd26d154dcf10be3c47c88ee6150ddb</a>",1.15,23228.34634580045,4.9508474812625355e-05,0.12446183025519951,0.0005920820246098345,0.8465922680510729
340,"<a href=https://debank.com/profile/0x03ba999262af0cbc739a2f4b0ede897a02195459 target=_blank"">0x03ba999262af0cbc739a2f4b0ede897a02195459</a>",1,22607.514106581235,4.423308088123195e-05,0.11119975368137305,0.0005762572386492778,0.8471685252897222
308,"<a href=https://debank.com/profile/0xf2566ab8555bdf4b97485968d02150c2a989e6e3 target=_blank"">0xf2566ab8555bdf4b97485968d02150c2a989e6e3</a>",1.28154861373719,22308.059507668666,5.744778533052784e-05,0.14442085993168047,0.0005686242508091884,0.8477371495405314
341,"<a href=https://debank.com/profile/0x7e0d16c03fc7c14e24cfd4578ea11f582c43ee94 target=_blank"">0x7e0d16c03fc7c14e24cfd4578ea11f582c43ee94</a>",1,22278.88150106928,4.488555675256878e-05,0.11284004539812029,0.0005678805141279689,0.8483050300546593
329,"<a href=https://debank.com/profile/0xf0835c9ae1d0bd0f783846692a8cecd8991ad28a target=_blank"">0xf0835c9ae1d0bd0f783846692a8cecd8991ad28a</a>",1.0671812332014583,22151.466043900877,4.8176550982515805e-05,0.12111344034249559,0.0005646327408804129,0.8488696627955397
342,"<a href=https://debank.com/profile/0x8bdfffa26fc0822ac4ccb6771aa80bbb78fd2918 target=_blank"">0x8bdfffa26fc0822ac4ccb6771aa80bbb78fd2918</a>",1,22136.11924399926,4.5175036734186534e-05,0.11356778359790823,0.0005642415565824969,0.8494339043521222
305,"<a href=https://debank.com/profile/0x98829a1297af33e958a642122734be3bd51aca7f target=_blank"">0x98829a1297af33e958a642122734be3bd51aca7f</a>",1.3019732812138964,22019.530247319497,5.912811338799517e-05,0.14864512065175045,0.0005612697458399787,0.8499951740979622
343,"<a href=https://debank.com/profile/0x8df3e2e70aa58cc5d14a7036b31eab0e227b3a20 target=_blank"">0x8df3e2e70aa58cc5d14a7036b31eab0e227b3a20</a>",1,21909.497498048753,4.564230649694542e-05,0.11474247641799593,0.0005584650514380724,0.8505536391494003
344,"<a href=https://debank.com/profile/0x8734c57081eb1940dfb85fc5dda6ee58474ec5b3 target=_blank"">0x8734c57081eb1940dfb85fc5dda6ee58474ec5b3</a>",1,21899.55255385844,4.566303341315583e-05,0.11479458284900308,0.0005582115584600026,0.8511118507078603
312,"<a href=https://debank.com/profile/0xf067a77ed156f328982f0b927e0e9659bd4c144a target=_blank"">0xf067a77ed156f328982f0b927e0e9659bd4c144a</a>",1.25,21825.672538955,5.727200377303238e-05,0.14397895388521476,0.0005563283839907127,0.851668179091851
326,"<a href=https://debank.com/profile/0x7e5328dd35de64724d262c6ff4f548d42a2bd3ab target=_blank"">0x7e5328dd35de64724d262c6ff4f548d42a2bd3ab</a>",1.1,21650.530444056658,5.0807069269841555e-05,0.12772643179091817,0.0005518640762609218,0.852220043168112
322,"<a href=https://debank.com/profile/0xde975401d53178cdf36e1301da633a8f82c33cef target=_blank"">0xde975401d53178cdf36e1301da633a8f82c33cef</a>",1.1394363379754013,21367.256381959327,5.3326281933764946e-05,0.13405960646738838,0.0005446435243667331,0.8527646866924787
313,"<a href=https://debank.com/profile/0xe8959b4ab97bc0143bdf0eeb72291ecf31e607f9 target=_blank"">0xe8959b4ab97bc0143bdf0eeb72291ecf31e607f9</a>",1.2431193441173622,21320.224090853386,5.830704868860521e-05,0.14658100505071908,0.0005434446885251503,0.8533081313810039
345,"<a href=https://debank.com/profile/0xb72bc7457fb8ee20f17c5557849fcc28e4c06cb7 target=_blank"">0xb72bc7457fb8ee20f17c5557849fcc28e4c06cb7</a>",1,21208.176258621803,4.715162623157981e-05,0.11853683076488006,0.0005405886303980158,0.8538487200114019
307,"<a href=https://debank.com/profile/0x8ce188ffed0abdb8ee8cf81e600a806ec233ce8a target=_blank"">0x8ce188ffed0abdb8ee8cf81e600a806ec233ce8a</a>",1.2999999999999998,21190.541469795004,6.134812561788568e-05,0.1542261203970837,0.0005401391261019846,0.8543888591375038
346,"<a href=https://debank.com/profile/0x0e8245827225a007407849a29205080e48a68e28 target=_blank"">0x0e8245827225a007407849a29205080e48a68e28</a>",1,21054.73586697911,4.749525267464103e-05,0.11940069046141381,0.0005366774911206752,0.8549255366286245
337,"<a href=https://debank.com/profile/0x03b3b1f10faf08dbadc30aac32eaacc5eef37feb target=_blank"">0x03b3b1f10faf08dbadc30aac32eaacc5eef37feb</a>",1.012675,21037.672395482667,4.8136266263821444e-05,0.1210121665739339,0.0005362425494937473,0.8554617791781182
347,"<a href=https://debank.com/profile/0xb04728e9e477e100a6b5865d4b58db3eb300d6bb target=_blank"">0xb04728e9e477e100a6b5865d4b58db3eb300d6bb</a>",1,21027.527684224686,4.755670828340994e-05,0.11955518678907842,0.0005359839645264282,0.8559977631426446
423,"<a href=https://debank.com/profile/0xc0e95ebd15252490cad48129f35ffb9e9919bd0e target=_blank"">0xc0e95ebd15252490cad48129f35ffb9e9919bd0e</a>",0.9745588894265402,20999.99596229537,4.6407575086029576e-05,0.11666632338752406,0.0005352821910373372,0.856533045333682
311,"<a href=https://debank.com/profile/0x01e9432a589158228d061626c537fb11bef0873d target=_blank"">0x01e9432a589158228d061626c537fb11bef0873d</a>",1.25,20939.994953274163,5.969437923883314e-05,0.1500686846874646,0.0005337527873350229,0.857066798121017
304,"<a href=https://debank.com/profile/0xd089bba6160a8158f59d5998aa2ded4e9dc0372a target=_blank"">0xd089bba6160a8158f59d5998aa2ded4e9dc0372a</a>",1.31,20902.230203792205,6.267273813501165e-05,0.15755613003451252,0.0005327901777286699,0.8575995882987457
336,"<a href=https://debank.com/profile/0xa967ad9be321cb5407b3d79072a66324f491d1ea target=_blank"">0xa967ad9be321cb5407b3d79072a66324f491d1ea</a>",1.02,20813.056389165587,4.900769886593733e-05,0.12320290456402314,0.0005305171699165638,0.8581301054686623
319,"<a href=https://debank.com/profile/0xb19f860979e7545a93dda04e8ba4335d1e33594a target=_blank"">0xb19f860979e7545a93dda04e8ba4335d1e33594a</a>",1.157830435870754,20642.48151632658,5.6089692266649296e-05,0.141006681873743,0.000526169279001103,0.8586562747476634
283,"<a href=https://debank.com/profile/0x1efd16e8d55184b45f2ecd24397122f01a09694f target=_blank"">0x1efd16e8d55184b45f2ecd24397122f01a09694f</a>",1.5221815169923272,20463.363516053716,7.438569499086308e-05,0.18700191792228021,0.0005216036269022915,0.8591778783745657
427,"<a href=https://debank.com/profile/0x49ff0e1119ac87c68863e1f1816e18680d625534 target=_blank"">0x49ff0e1119ac87c68863e1f1816e18680d625534</a>",0.95,20389.780712616724,4.6591967485563094e-05,0.11712987666033133,0.0005197280282442184,0.8596976064028099
348,"<a href=https://debank.com/profile/0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c target=_blank"">0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c</a>",1,20372.541340723023,4.908567778930372e-05,0.1233989396784201,0.0005192886029807118,0.8602168950057906
349,"<a href=https://debank.com/profile/0xed8e67b65207575ba31f8cb9f3fd476e0396ec8f target=_blank"">0xed8e67b65207575ba31f8cb9f3fd476e0396ec8f</a>",1,20260.121984240635,4.9358044377909046e-05,0.12408365566384444,0.0005164230748367568,0.8607333180806274
